"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29"
"22";-0,589735015758417;-0,601646685336754;-0,842839696920147;-0,65236586382451;-0,464673029141217;0,158119418735012;-0,950461475891911;-1,84282800470863;-0,282583909092644;0,141688486549947;-0,562471430109735;-0,596827755507804;0,821941597587062;1,03397436151603;0,741390951994929;1,23900869741583;-1,24212058830628;-0,341765672155664;0,102263359749834;-0,48912299478978;-1,35351110788244;-0,518227471692966;-0,00452139557824135;0,822792764014625;-0,784779643105567;-0,65236586382451;-0,469057975566797;-0,983057689248022;1,84307575751691
"23";-0,581602098610588;-0,607180164294665;-0,84177301122541;-0,65703603370957;-0,47489333474472;0,159922880327591;-0,963207185729338;-1,67608551838978;-0,306189263936864;0,050015803043097;-0,630490008071359;-0,636206758118818;0,777502570375149;1,00485538096643;0,807415359304464;1,18054163260579;-1,27267672880591;-0,209435087273863;0,288560909723529;-0,407983096579619;-1,35351110788244;-0,657587241318378;-0,00515676730431328;0,432347208862291;-0,768166174225718;-0,65703603370957;-0,478135788018326;-0,983057689248022;1,90706637660961
"24";-0,58250803085424;-0,604757626549018;-0,841337677024416;-0,658227891095287;-0,477659984988966;0,430943977095579;-0,847849819207345;-1,5185242134335;-0,0940279868183708;0,107717287917071;-0,580899445040401;-0,60474338308701;0,752718087800482;0,984583985654035;0,855910052781726;1,07539025073957;-1,07784979677812;-0,312981343900122;-0,198858935985694;0,646835580152477;0,312900013477071;-0,79694701094379;-0,00397250702533415;0,361674633021848;-0,752549513478662;-0,658227891095287;-0,485689249176457;-0,983057689248022;1,62996155142169
"25";-0,576934244338207;-0,600163121309751;-0,841414307117663;-0,658029959160081;-0,477196319015403;0,527271201576489;-0,704765790690713;-1,3624991304704;-0,014468314132649;-0,0302046773589843;-0,585683317289312;-0,567886760752809;0,690311537373844;0,965912464616981;0,890722302859464;0,977749681863808;-1,09532765162478;-0,345938892738997;-0,198858935985694;0,646835580152477;0,174032420030445;-0,936306780569202;-0,00436940125228203;0,755123833362234;-0,737869852376432;-0,658029959160081;-0,49314402361331;-0,983057689248022;1,37284335702949
"26";-0,585147347579164;-0,598408290719585;-0,837973854649681;-0,653194277225755;-0,471026483099273;0,416094636431911;-0,61750451405172;-1,21939786627044;-0,0778649438115053;-0,036316189592757;-0,578861245948431;-0,559323943497317;0,630617066725111;0,942611657706729;0,913600956020905;0,879749192647903;-1,07523237898512;-0,376973830280783;-0,269146386186434;0,646835580152477;0,0351648265838189;-1,07566655019461;-0,00250217342962182;0,650066732443787;-0,724070970940335;-0,653194277225755;-0,500376496819878;-0,983057689248022;0,547240966060069
"27";-0,593014115141282;-0,600453690341177;-0,783197409443707;-0,637358869254153;-0,493065937369266;0,217177213052964;-0,599256209539284;-1,10109384340189;-0,190762800063079;14,1444293635433;-0,595133149442965;-4,84941155074858;4,62540017360597;1,33465790676163;1,01554559548486;1,07867665032953;-1,90715655561752;3,13761652588857;2,50936578268458;-0,894822485840587;-0,103702766862807;1,4328093030628;-0,149089273718479;0,210604371693716;-0,7111000223904;-0,637358869254153;-0,507376083023289;-0,983057689248022;2,85043820744137
"28";-0,599468242594662;-0,604174946242746;-0,739589827734917;-0,625378868244653;-0,511843847198125;0,0336120757723983;-0,611722134007541;-1,00906223062223;-0,258704784148209;-0,00889697254386622;-0,606301132897289;-0,594620672765597;4,29245924432093;1,59888866695507;1,15347402966937;1,26339500389105;-1,90815487276204;3,10957464721512;2,50936578268458;-0,894822485840587;-0,242570360309433;1,29344953343739;-0,00545615778946346;0,148124580733368;-0,698907330753466;-0,625378868244653;-0,514946276532086;-0,983057689248022;1,40398222336176
"29";-0,604023495119245;-0,609081198453365;-0,703755648465613;-0,616289356013118;-0,528759191579792;-0,187768081200505;-0,645055148259738;-0,942420191747413;-0,322715697014282;-0,0362611309239929;-0,618968287584546;-0,598852297572089;3,97548423439447;1,75598146206733;1,297331983789;1,43495200637451;-1,90887846189412;3,09494890976166;2,50968028336953;-0,894822485840587;-0,381437953756059;1,15408976381198;-0,0061652418944565;-0,139837674341442;-0,687446200614746;-0,616289356013118;-0,522332414183552;-0,983057689248022;0,876518134409862
"30";-0,603151684617351;-0,606005856065367;-0,690570119843229;-0,610424769277657;-0,530027330142041;0,219235141048215;-0,547151815312971;-0,868595856854284;-0,0402812029359073;0,0644411742616054;-0,59819887039121;-0,608742683394323;3,70991224379827;1,86360815254854;1,43538013080682;1,58979193789224;-1,88354794597282;3,03583198521697;2,4669093133472;-0,894822485840587;-0,520305547202685;1,01472999418657;-0,0057771104472793;-0,159204586259919;-0,676672738284348;-0,610424769277657;-0,529056087339229;-0,983057689248022;2,25804995905126
"31";-0,605408837834585;-0,601013754411591;-0,650633201156966;-0,600222743065468;-0,548738077916479;0,349384584502262;-0,42341490562971;-0,783613562551544;0,0558331157690238;-0,020734586330043;-0,584756863156596;-0,569828329781668;3,43898232609521;1,94167561271997;1,56247407216564;1,73048926889892;-1,86571455153979;3,00684030185041;2,43736729179663;-0,894822485840587;-0,659173140649311;0,875370224561153;-0,00670961386173401;-0,237193158722936;-0,666545683693773;-0,600222743065468;-0,535545166109027;-0,983057689248022;1,2341374891228
"32";-0,602975957647297;-0,601322655971073;-0,640670034322658;-0,596716276454654;-0,551515261427102;-0,119669037012596;-0,393803313363311;-0,709424111976518;-0,121698278117821;0,028763156896763;-0,583847253644484;-0,583850772767892;3,20154177365208;1,99953980486074;1,67649435134781;1,86130241359497;-1,8679991299297;2,97834559356325;2,4389545334264;-0,894822485840587;-0,798040734095937;0,736010454935741;-0,00637017311474469;-0,208178060626189;-0,657026252378636;-0,596716276454654;-0,542027073871404;-0,983057689248022;1,32544955811643
"33";-0,600457773105617;-0,602335542162872;-0,616193597793979;-0,591390030456767;-0,564804468695237;-0,371035735935311;-0,378532114346808;-0,646873242257374;-0,152936163447331;-0,0123656686765631;-0,601500416027786;-0,588845749500266;2,96931430902734;2,04297587032244;1,7769775096556;1,98283492849985;-1,86960901305583;2,95066923723171;2,43955988465619;-0,894822485840587;-0,936908327542563;0,596650685310329;-0,0061595658550454;-0,217133752022192;-0,648077986942405;-0,591390030456767;-0,548692013061474;-0,983057689248022;2,31582108111909
"34";-0,603027140259937;-0,605466431415618;-0,619033856973348;-0,593127906974095;-0,565464685107712;-0,613193907522374;-0,400028828477695;-0,601336098330565;-0,251127906003335;0,00299569991107459;-0,595503731096051;-0,587567964754775;2,75806193612068;2,07689782072954;1,86460116758587;2,09398827605241;-1,86131018469073;2,90473285543112;2,42328455138091;-0,894822485840587;-1,07577592098919;0,457290915684917;-0,00694726080381881;-0,231421561247221;-0,63966661743235;-0,593127906974095;-0,555577887575657;-0,983057689248022;1,61312383349591
"35";-0,604214576873087;-0,602902494981983;-0,613882752374704;-0,59093444574383;-0,566152083814345;-0,0237570725979837;-0,32794431659033;-0,549804710683151;-0,00758321583737972;0,0064093373749874;-0,596396495987571;-0,589476344569465;2,56287399968241;2,1068013752744;1,94107991429725;2,19723117413505;-1,8636285300663;2,85827992833571;2,42356319384718;-0,894822485840587;-1,21464351443581;0,317931146059505;-0,00512075865351499;-0,272948100242154;-0,63545977393889;-0,59093444574383;-0,561756222690214;-0,983057689248022;1,45518161550391
"36";-0,605060796068658;-0,602188509438761;-0,60594370786415;-0,595464698226411;-0,582769585875855;-0,118200047634786;-0,290401929869963;-0,500714487595749;-0,0732109493044243;-0,0539349636000819;-0,592606456353751;-0,567554868611122;2,36439290609431;2,13129295964194;2,00748810683629;2,29185999856165;-1,85715035541114;2,83690990078674;2,41168372114867;-0,894822485840587;-1,35351110788244;0,178571376434093;-0,00543622229510939;0,0324675293418079;-0,627805497209045;-0,595464698226411;-0,567917483977563;-0,983057689248022;0,433584030052268
"37";-0,60479805865713;-0,60306878890456;-0,600538244370097;-0,59926720958514;-0,595496013074463;-0,294257720539981;-0,281676661895488;-0,459614369447423;-0,145214290796735;-0,0681401001434939;-0,60491987400852;-0,57540411776199;2,17603185339165;2,15087139874173;2,06479165341663;2,3798717290464;-1,85785363458342;2,84014755840318;2,41304560540823;-0,813682587630425;-1,35351110788244;0,0392116068086814;-0,022021197420078;0,211066745895485;-0,623746324018727;-0,59926720958514;-0,574009767002977;-0,983057689248022;-0,372566237390505
"38";-0,608109573694671;-0,612336810461938;-0,607193110146475;-0,60415066819348;-0,598638938648972;-1,73393363356668;-0,412120701940339;-0,454062242081964;-0,539520794333044;0,083987001675973;-0,604768272423167;-0,621105665672119;2,04457472971733;2,1630968426435;2,11324274702999;2,4624665336048;-1,86291150990359;2,84406890756312;2,42137963266645;-0,732542689420264;-1,35351110788244;-0,100148162816731;-0,00476658050275224;-0,184972708554715;-0,507888495108115;-0,60415066819348;-0,580486211140636;-0,983057689248022;1,48086604452455
"39";-0,599009305168027;-0,599209567451625;-0,61259015808834;-0,601877863558153;-0,58892910334498;1,79761141344969;-0,168964865134806;-0,398679502798803;0,403316524967525;0,285116318703289;-0,546839622197804;-0,624656911588155;1,97995266745547;2,17878736060603;2,15535113988609;2,51670025918138;-1,74106316737497;2,61047755072935;2,20612125353844;-0,651402791210103;-1,35351110788244;-0,239507932442142;-0,00511203932057672;-0,134944398932407;-0,507888495108115;-0,601877863558153;-0,58392351403475;-0,983057689248022;2,02664328851823
"40";-0,596834044131015;-0,593973191945243;-0,612841285422106;-0,600354128918995;-0,585688607885022;0,835232129345595;-0,0669736117939621;-0,333006190112812;0,155681427149799;0,00398675594896796;-0,546839622197804;-0,539924847815781;1,83965204230822;2,18135996347665;2,18958671013276;2,56706014721678;-1,74558508428535;2,54914783163632;2,20612125353844;0,971395172993122;1,28497316760345;-0,378867702067554;-0,00469108576340552;-0,183818797005563;-0,514281421590429;-0,600354128918995;-0,586712352971388;-0,983057689248022;-0,0927455241156107
"41";-0,596347809310975;-0,59028459296592;-0,611277131657634;-0,60123970369807;-0,588948872660404;0,804420106950789;0,00398103749667156;-0,265602573158983;0,128752566953861;-0,0798675965921025;-0,576637756029924;-0,54400712115852;1,68542294748014;2,17955222822408;2,21658949224023;2,61396557610335;-1,74628482701307;2,55126106507776;2,20748858032018;0,971395172993122;1,14610557415683;-0,518227471692966;-0,00456799676574767;0,0919244281606428;-0,52041863101345;-0,60123970369807;-0,59105217837187;-0,983057689248022;-0,705414012824357
"42";-0,591451339368819;-0,583639653825874;-0,610068395213382;-0,597574550277131;-0,582914303501475;1,22852050611451;0,119229007273856;-0,187535282263078;0,283413666655023;-0,0221110530493649;-0,560264784811826;-0,545284905904011;1,55870627048037;2,17795379006925;2,23785069665128;2,64989550357255;-1,70436900085294;2,50032963594952;2,13441361870529;0,971395172993122;1,0072379807102;-0,657587241318378;-0,00469381278070232;0,0489577997329203;-0,526310352059551;-0,597574550277131;-0,593945167654497;-0,983057689248022;0,857187198706429
"43";-0,586716947700017;-0,579257785470216;-0,606318893416954;-0,593947788826388;-0,57942206536091;0,962508411298639;0,190896680451684;-0,110067104560744;0,229519861548483;-0,0606521211903794;-0,557165374622391;-0,530615273241501;1,43003293175072;2,17575210293286;2,25438993781271;2,68172222047549;-1,69719874401982;2,4752167538082;2,11968588228416;0,971395172993122;0,868370387263575;-0,79694701094379;-0,00462119401002638;0,327016547869886;-0,531966404263805;-0,593947788826388;-0,59751735378358;1,01716203232688;0,0829738637488196
"44";-0,580873599424091;-0,575958063989931;-0,606547054069887;-0,592310584586453;-0,575980711496671;0,84172052983379;0,240256396421069;-0,0377517243181261;0,214088818190336;-0,0619735292409172;-0,557687557860824;-0,53073143549109;1,31017313368652;2,17303613801713;2,26704188898151;2,71128132484971;-1,69938724125872;2,44992015757594;2,11974074176724;0,971395172993122;0,729502793816949;-0,936306780569202;-0,00461139706166949;-0,0937855892876817;-0,537396214379892;-0,592310584586453;-0,60084231089464;1,01716203232688;0,375959220112471
"45";-0,578386124449993;-0,57423562572255;-0,606778048014029;-0,59166048055789;-0,574477902596947;0,665660182117394;0,260207251174003;0,0242802748867867;0,15822411047412;-0,0551462543130916;-0,564442250719325;-0,539443604210341;1,20082471229131;2,16934627148115;2,27637622959988;2,73918845471534;-1,70220800115965;2,44916292143646;2,12414328771575;0,971395172993122;0,590635200370323;-1,07566655019461;-0,00464598271361574;-0,474735471806966;-0,542608832091332;-0,59166048055789;-0,602926342244012;1,01716203232688;0,562414568267037
"46";-0,574149910210836;-0,571029925348279;-0,607111323453888;-0,58996526178521;-0,570820397705313;0,855513792980995;0,302476327169184;0,0827612264768161;0,254458169749789;-0,00641933244908271;-0,549922187766641;-0,539825280173279;1,11320396364658;2,16638888014589;2,28321275283917;2,75627867902849;-1,65627312303474;2,37031635819673;2,03958326488192;0,971395172993122;0,451767606923697;-1,21502631982003;-0,00501259160196108;0,0383502994050592;-0,547612945094315;-0,58996526178521;-0,6037926682367;1,01716203232688;1,87921288260675
"47";-0,567661661015704;-0,565776034802673;-0,606489005573511;-0,586589327873051;-0,564785273268049;1,09234887098782;0,375458320185341;0,144835682143731;0,39592602834309;-0,0474930993536447;-0,548810442807388;-0,526350459220839;1,02011061376742;2,16559872560724;2,28851339468125;2,77142933523568;-1,65619898577241;2,3263276871643;2,03269431253715;0,971395172993122;0,312900013477071;-1,35438608944544;-0,00485305145365467;0,56445769440989;-0,552416893577182;-0,586589327873051;-0,604114680617901;1,01716203232688;0,697281343871565
"48";-0,553062673804884;-0,555275205426849;-0,60756744839109;-0,580944855100029;-0,552637424932583;1,62092442247722;0,530329569697493;0,226940703121178;0,707243926833444;0,137834379735841;-0,483352247176173;-0,517721263537009;0,986598836036814;2,16139332349566;2,29185670009883;2,74244984699568;-1,41854072210854;2,10449811228849;1,62014601657172;0,727975478362638;1,42384076105008;0,178571376434093;-0,00604747806178872;1,14504714139801;-0,667711657165933;-0,580944855100029;-0,604771340012443;1,01716203232688;2,41715922563351
"49";-0,548232741259154;-0,54373920560855;-0,606801447508947;-0,573978845397519;-0,53968132445614;1,67307993919549;0,694033302921455;0,326920577673737;0,844500411081092;-0,0162748341594326;-0,491302908096894;-0,479105612851871;0,911465070443116;2,15832445483647;2,29387661187437;2,7155403222014;-1,43028572437965;2,0294983029521;1,62014601657172;0,727975478362638;1,28497316760345;0,0392116068086814;-0,00401682133726873;1,09446022375815;-0,667711657165933;-0,573978845397519;-0,604866611968284;1,01716203232688;0,47272277061716
"50";-0,541208780718437;-0,535814752112804;-0,608281931703675;-0,569378634213704;-0,529196847605837;1,30018984689337;0,78955518385863;0,426916267994498;0,73042661011978;-0,0543754329502545;-0,496440517378293;-0,472683499910253;0,830815953481317;2,15412709768435;2,2945970496031;2,69055290632099;-1,43657708407434;1,98932370215796;1,62014601657172;0,727975478362638;1,14610557415683;-0,100148162816731;-0,00464199514521547;0,82964284407401;-0,661044884906197;-0,569378634213704;-0,605730889101702;1,01716203232688;0,130791327409719
"51";-0,534307658448046;-0,530150207191666;-0,609224422881487;-0,565684473526392;-0,521016605842325;1,0815410004827;0,842002502302122;0,517900509648065;0,666573175698808;-0,0639556413167641;-0,505031273881622;-0,478259287890569;0,753191249999235;2,14850375439814;2,29397367886411;2,66808223090603;-1,44163444808589;1,98595319341092;1,62716039001271;0,727975478362638;1,0072379807102;-0,239507932442142;-0,00488596517544103;0,737280025156326;-0,65464478353685;-0,565684473526392;-0,606655949059991;1,01716203232688;0,310592675856174
"52";-0,528425070169104;-0,523740865358016;-0,60730136268992;-0,560294240911522;-0,512282919470608;1,11347884896727;0,902700008290801;0,603404002912086;0,763940225628368;-0,0579542464204995;-0,502184533001104;-0,477263611465514;0,682825248152897;2,1434492177119;2,29239661427994;2,64485536306467;-1,4335473808309;1,94470914753346;1,60453153757852;0,727975478362638;0,868370387263575;-0,378867702067554;-0,00472700371202864;1,16942261160183;-0,648500686222275;-0,560294240911522;-0,606994010838763;1,01716203232688;-0,0392617907691636
"53";-0,519386220777623;-0,513811861203811;-0,606047687848996;-0,553406721459184;-0,49995466527162;1,35106928357878;1,01693239055791;0,695738429733974;1,00902789441429;0,164207482078054;-0,431268680297187;-0,474359555225764;0,680937798766544;2,13305461673621;2,28891731029593;2,56509171886676;-1,11804435126048;1,65290033953377;1,04681412454884;1,13367496941344;1,42384076105008;-0,518227471692966;-0,00891223034951111;1,14689269158985;-0,642602352800285;-0,553406721459184;-0,605602493921071;1,01716203232688;1,60282089798873
